classIDx,frame_idx,mean_score,std_score,min_score,max_score,normalized_mean,mean_new,max_normalized
202,3,-0.35329,0.02899,-0.40345,-0.31158,-0.0722,-0.28109,-0.03049
202,2,-0.36927,0.02283,-0.3907,-0.3167,-0.08818,-0.28109,-0.03561
202,1,-0.35638,0.02966,-0.40985,-0.31314,-0.07529,-0.28109,-0.03205
202,27,-0.37151,0.03625,-0.42295,-0.30093,-0.09042,-0.28109,-0.01984
202,57,-0.40701,0.01656,-0.43442,-0.38177,-0.12592,-0.28109,-0.10068
202,29,-0.36384,0.03246,-0.40701,-0.30956,-0.08275,-0.28109,-0.02847
202,55,-0.3873,0.03961,-0.43381,-0.32812,-0.10621,-0.28109,-0.04703
202,54,-0.38204,0.03782,-0.43089,-0.32139,-0.10095,-0.28109,-0.0403
202,53,-0.39015,0.04653,-0.43409,-0.28931,-0.10906,-0.28109,-0.00822
202,52,-0.3965,0.047,-0.44076,-0.30615,-0.11541,-0.28109,-0.02506
202,51,-0.38081,0.03392,-0.42331,-0.31161,-0.09972,-0.28109,-0.03052
202,50,-0.40273,0.03591,-0.43621,-0.33859,-0.12164,-0.28109,-0.0575
202,49,-0.39885,0.02982,-0.4402,-0.35038,-0.11776,-0.28109,-0.06929
202,28,-0.35786,0.03255,-0.40905,-0.3105,-0.07677,-0.28109,-0.02941
202,47,-0.39657,0.03822,-0.43352,-0.33335,-0.11548,-0.28109,-0.05226
202,46,-0.40245,0.03541,-0.43924,-0.3486,-0.12136,-0.28109,-0.06751
202,45,-0.385,0.03712,-0.4286,-0.3297,-0.10391,-0.28109,-0.04861
202,44,-0.39436,0.03427,-0.4305,-0.32848,-0.11327,-0.28109,-0.04739
202,43,-0.38834,0.03178,-0.42306,-0.32112,-0.10725,-0.28109,-0.04003
202,48,-0.39168,0.03148,-0.4278,-0.34035,-0.11059,-0.28109,-0.05926
202,41,-0.37474,0.02534,-0.40655,-0.33233,-0.09365,-0.28109,-0.05124
202,42,-0.37462,0.03659,-0.41272,-0.29526,-0.09353,-0.28109,-0.01417
202,30,-0.39587,0.03629,-0.45353,-0.33091,-0.11478,-0.28109,-0.04982
202,31,-0.40315,0.03482,-0.46255,-0.33981,-0.12206,-0.28109,-0.05872
202,32,-0.40725,0.02062,-0.45082,-0.38648,-0.12616,-0.28109,-0.10539
202,34,-0.40185,0.02638,-0.45433,-0.36947,-0.12076,-0.28109,-0.08838
202,33,-0.40496,0.02867,-0.45548,-0.36769,-0.12387,-0.28109,-0.0866
202,36,-0.40753,0.03032,-0.45662,-0.36695,-0.12644,-0.28109,-0.08586
202,37,-0.41214,0.04527,-0.50399,-0.36447,-0.13105,-0.28109,-0.08338
202,38,-0.39152,0.03223,-0.46486,-0.36412,-0.11043,-0.28109,-0.08303
202,39,-0.40635,0.02191,-0.45739,-0.38577,-0.12526,-0.28109,-0.10468
202,40,-0.36626,0.0337,-0.40085,-0.30003,-0.08517,-0.28109,-0.01894
202,35,-0.3981,0.02697,-0.45507,-0.35935,-0.11701,-0.28109,-0.07826
203,108,-0.15412,0.04012,-0.20625,-0.09022,-0.07578,-0.07834,-0.01188
203,116,-0.20749,0.02051,-0.2386,-0.1773,-0.12915,-0.07834,-0.09896
203,117,-0.22629,0.01977,-0.2634,-0.18776,-0.14795,-0.07834,-0.10942
203,118,-0.22149,0.03108,-0.26111,-0.15631,-0.14315,-0.07834,-0.07797
203,142,-0.10364,0.01126,-0.11932,-0.07988,-0.0253,-0.07834,-0.00154
203,40,-0.18697,0.03169,-0.23817,-0.13942,-0.10863,-0.07834,-0.06108
203,39,-0.18432,0.04175,-0.23193,-0.11508,-0.10598,-0.07834,-0.03674
203,53,-0.23146,0.03221,-0.28581,-0.17729,-0.15312,-0.07834,-0.09895
203,68,-0.16314,0.03488,-0.21525,-0.08781,-0.0848,-0.07834,-0.00947
205,15,-0.18755,0.02416,-0.2103,-0.14267,-0.0486,-0.13895,-0.00372
205,14,-0.19021,0.02182,-0.22574,-0.14254,-0.05126,-0.13895,-0.00359
205,8,-0.19183,0.0244,-0.22928,-0.14059,-0.05288,-0.13895,-0.00164
205,6,-0.18801,0.01592,-0.21247,-0.15517,-0.04906,-0.13895,-0.01622
205,5,-0.20919,0.02836,-0.24348,-0.14234,-0.07024,-0.13895,-0.00339
205,43,-0.22025,0.03353,-0.27651,-0.14381,-0.0813,-0.13895,-0.00486
206,65,-0.2151,0.02781,-0.29795,-0.18824,-0.04908,-0.16602,-0.02222
206,64,-0.21244,0.03126,-0.30804,-0.17789,-0.04642,-0.16602,-0.01187
206,62,-0.21801,0.04056,-0.32753,-0.17405,-0.05199,-0.16602,-0.00803
206,10,-0.21371,0.03922,-0.33482,-0.17007,-0.04769,-0.16602,-0.00405
206,63,-0.2492,0.04099,-0.36607,-0.19854,-0.08318,-0.16602,-0.03252
206,31,-0.2316,0.0362,-0.33521,-0.17527,-0.06558,-0.16602,-0.00925
206,39,-0.2155,0.03089,-0.29514,-0.18336,-0.04948,-0.16602,-0.01734
206,38,-0.22717,0.02818,-0.30194,-0.18884,-0.06115,-0.16602,-0.02282
206,35,-0.2111,0.03499,-0.30844,-0.17076,-0.04508,-0.16602,-0.00474
206,32,-0.21488,0.03194,-0.29745,-0.17108,-0.04886,-0.16602,-0.00506
207,56,-0.11702,0.02459,-0.14486,-0.07427,-0.04338,-0.07364,-0.00063
207,4,-0.09323,0.01014,-0.11528,-0.07415,-0.01959,-0.07364,-0.00051
207,2,-0.1015,0.0121,-0.12911,-0.08683,-0.02786,-0.07364,-0.01319
207,1,-0.15154,0.04744,-0.20984,-0.07409,-0.0779,-0.07364,-0.00045
209,73,-0.19911,0.04496,-0.29588,-0.13865,-0.08549,-0.11362,-0.02503
209,72,-0.2083,0.03495,-0.29155,-0.17318,-0.09468,-0.11362,-0.05956
209,71,-0.17972,0.03984,-0.27681,-0.14273,-0.0661,-0.11362,-0.02911
209,67,-0.18372,0.03985,-0.28355,-0.13273,-0.0701,-0.11362,-0.01911
209,64,-0.1731,0.04835,-0.30293,-0.118,-0.05948,-0.11362,-0.00438
209,74,-0.20827,0.04863,-0.30697,-0.14898,-0.09465,-0.11362,-0.03536
211,7,-0.15274,0.01555,-0.1901,-0.12076,-0.03385,-0.11889,-0.00187
213,7,-0.19199,0.01398,-0.21961,-0.17642,-0.02595,-0.16604,-0.01038
213,8,-0.20992,0.02317,-0.2478,-0.17287,-0.04388,-0.16604,-0.00683
213,5,-0.20474,0.01931,-0.23082,-0.18207,-0.0387,-0.16604,-0.01603
213,9,-0.19595,0.01268,-0.21253,-0.17386,-0.02991,-0.16604,-0.00782
215,2,-0.19121,0.04007,-0.25205,-0.12869,-0.07844,-0.11277,-0.01592
215,1,-0.20664,0.04759,-0.27062,-0.12425,-0.09387,-0.11277,-0.01148
215,31,-0.13947,0.02782,-0.19927,-0.1177,-0.0267,-0.11277,-0.00493
217,63,-0.29707,0.04373,-0.39061,-0.24389,-0.12732,-0.16975,-0.07414
217,10,-0.24923,0.04473,-0.33239,-0.19585,-0.07948,-0.16975,-0.0261
217,13,-0.24203,0.0393,-0.31412,-0.1866,-0.07228,-0.16975,-0.01685
217,14,-0.23277,0.04353,-0.30362,-0.17438,-0.06302,-0.16975,-0.00463
217,15,-0.24124,0.03642,-0.30729,-0.19476,-0.07149,-0.16975,-0.02501
217,16,-0.24319,0.02454,-0.29911,-0.21059,-0.07344,-0.16975,-0.04084
217,11,-0.23661,0.04648,-0.32376,-0.18038,-0.06686,-0.16975,-0.01063
218,70,-0.27326,0.03445,-0.3307,-0.23167,-0.09391,-0.17935,-0.05232
218,7,-0.21291,0.02471,-0.25886,-0.18684,-0.03356,-0.17935,-0.00749
219,3,-0.17692,0.0476,-0.2636,-0.08779,-0.1057,-0.07122,-0.01657
219,2,-0.16966,0.03482,-0.25745,-0.11757,-0.09844,-0.07122,-0.04635
220,123,-0.20449,0.03821,-0.27733,-0.15309,-0.05541,-0.14908,-0.00401
220,132,-0.20296,0.02448,-0.24432,-0.16041,-0.05388,-0.14908,-0.01133
220,125,-0.23218,0.04848,-0.31453,-0.16806,-0.0831,-0.14908,-0.01898
220,129,-0.24761,0.04087,-0.32368,-0.1936,-0.09853,-0.14908,-0.04452
220,130,-0.2244,0.03974,-0.29321,-0.17829,-0.07532,-0.14908,-0.02921
220,131,-0.22921,0.03862,-0.3036,-0.16757,-0.08013,-0.14908,-0.01849
220,134,-0.20696,0.02194,-0.23465,-0.16526,-0.05788,-0.14908,-0.01618
220,144,-0.20757,0.03087,-0.25619,-0.167,-0.05849,-0.14908,-0.01792
220,173,-0.22491,0.03089,-0.258,-0.15135,-0.07583,-0.14908,-0.00227
220,171,-0.21359,0.02684,-0.24981,-0.16491,-0.06451,-0.14908,-0.01583
221,14,-0.41433,0.03826,-0.46987,-0.35419,-0.13371,-0.28062,-0.07357
221,16,-0.4035,0.03151,-0.43931,-0.3447,-0.12288,-0.28062,-0.06408
221,15,-0.41048,0.03555,-0.46915,-0.35596,-0.12986,-0.28062,-0.07534
221,13,-0.41243,0.03961,-0.47194,-0.35304,-0.13181,-0.28062,-0.07242
221,12,-0.41836,0.04044,-0.47592,-0.35636,-0.13774,-0.28062,-0.07574
221,11,-0.42182,0.04116,-0.47689,-0.35872,-0.1412,-0.28062,-0.0781
221,10,-0.41929,0.04045,-0.48035,-0.35652,-0.13867,-0.28062,-0.0759
221,9,-0.42457,0.04227,-0.48298,-0.35514,-0.14395,-0.28062,-0.07452
221,8,-0.42833,0.04044,-0.4854,-0.35851,-0.14771,-0.28062,-0.07789
221,7,-0.43099,0.04015,-0.484,-0.36043,-0.15037,-0.28062,-0.07981
221,6,-0.43094,0.04442,-0.4767,-0.34618,-0.15032,-0.28062,-0.06556
221,5,-0.43738,0.04414,-0.48336,-0.35121,-0.15676,-0.28062,-0.07059
221,4,-0.44327,0.0456,-0.49141,-0.35661,-0.16265,-0.28062,-0.07599
221,3,-0.42239,0.0418,-0.46765,-0.33122,-0.14177,-0.28062,-0.0506
221,2,-0.44376,0.04343,-0.49075,-0.36205,-0.16314,-0.28062,-0.08143
221,1,-0.45144,0.04223,-0.49642,-0.36427,-0.17082,-0.28062,-0.08365
221,40,-0.32657,0.02045,-0.3621,-0.2959,-0.04595,-0.28062,-0.01528
222,20,-0.29193,0.0216,-0.33079,-0.24508,-0.06017,-0.23176,-0.01332
222,19,-0.29881,0.01804,-0.31897,-0.24903,-0.06705,-0.23176,-0.01727
222,18,-0.28605,0.01523,-0.31229,-0.26263,-0.05429,-0.23176,-0.03087
222,17,-0.28625,0.01639,-0.31473,-0.25557,-0.05449,-0.23176,-0.02381
222,15,-0.29036,0.01874,-0.31489,-0.24605,-0.0586,-0.23176,-0.01429
222,14,-0.30044,0.02006,-0.33073,-0.2575,-0.06868,-0.23176,-0.02574
222,13,-0.3075,0.03197,-0.35201,-0.25701,-0.07574,-0.23176,-0.02525
222,12,-0.29191,0.01963,-0.32459,-0.26224,-0.06015,-0.23176,-0.03048
222,11,-0.31361,0.03181,-0.37217,-0.23524,-0.08185,-0.23176,-0.00348
222,21,-0.2989,0.02284,-0.33498,-0.24907,-0.06714,-0.23176,-0.01731
222,6,-0.33839,0.02063,-0.36585,-0.29331,-0.10663,-0.23176,-0.06155
222,5,-0.37398,0.02839,-0.43553,-0.32542,-0.14222,-0.23176,-0.09366
222,4,-0.30754,0.03014,-0.35411,-0.265,-0.07578,-0.23176,-0.03324
222,3,-0.30909,0.02013,-0.3374,-0.28074,-0.07733,-0.23176,-0.04898
222,2,-0.31741,0.02817,-0.35886,-0.27609,-0.08565,-0.23176,-0.04433
222,1,-0.43545,0.02654,-0.47675,-0.39284,-0.20369,-0.23176,-0.16108
222,9,-0.31157,0.03831,-0.38327,-0.246,-0.07981,-0.23176,-0.01424
222,22,-0.29325,0.01932,-0.32319,-0.2504,-0.06149,-0.23176,-0.01864
222,16,-0.27446,0.01378,-0.29672,-0.24056,-0.0427,-0.23176,-0.0088
222,24,-0.3646,0.03134,-0.42666,-0.3093,-0.13284,-0.23176,-0.07754
222,23,-0.32185,0.02706,-0.38176,-0.26574,-0.09009,-0.23176,-0.03398
222,25,-0.3386,0.04293,-0.40924,-0.27977,-0.10684,-0.23176,-0.04801
222,26,-0.29943,0.02619,-0.35289,-0.26304,-0.06767,-0.23176,-0.03128
223,1,-0.40844,0.03712,-0.44806,-0.33736,-0.2338,-0.17464,-0.16272
224,68,-0.1797,0.02586,-0.24097,-0.16091,-0.02641,-0.15329,-0.00762
224,67,-0.20094,0.02726,-0.2634,-0.17157,-0.04765,-0.15329,-0.01828
224,64,-0.20931,0.03076,-0.26485,-0.1619,-0.05602,-0.15329,-0.00861
224,61,-0.18892,0.02306,-0.22896,-0.16153,-0.03563,-0.15329,-0.00824
224,60,-0.21595,0.01951,-0.24507,-0.19019,-0.06266,-0.15329,-0.0369
224,59,-0.21586,0.0227,-0.24675,-0.17354,-0.06257,-0.15329,-0.02025
224,58,-0.19489,0.0212,-0.21592,-0.15441,-0.0416,-0.15329,-0.00112
224,56,-0.23365,0.01567,-0.25577,-0.21361,-0.08036,-0.15329,-0.06032
224,55,-0.23155,0.02743,-0.27894,-0.18661,-0.07826,-0.15329,-0.03332
224,54,-0.23255,0.03807,-0.29154,-0.19425,-0.07926,-0.15329,-0.04096
224,53,-0.21229,0.03844,-0.26763,-0.16226,-0.059,-0.15329,-0.00897
224,52,-0.21288,0.03098,-0.26639,-0.15852,-0.05959,-0.15329,-0.00523
224,51,-0.21393,0.04555,-0.28531,-0.15576,-0.06064,-0.15329,-0.00247
224,50,-0.20042,0.02123,-0.23602,-0.1713,-0.04713,-0.15329,-0.01801
224,48,-0.24697,0.04692,-0.31956,-0.1799,-0.09368,-0.15329,-0.02661
224,47,-0.28071,0.03766,-0.36475,-0.2504,-0.12742,-0.15329,-0.09711
224,45,-0.22733,0.03075,-0.2684,-0.18787,-0.07404,-0.15329,-0.03458
224,57,-0.21584,0.01383,-0.23797,-0.19688,-0.06255,-0.15329,-0.04359
225,8,-0.04059,0.00942,-0.05858,-0.02971,-0.01212,-0.02847,-0.00124
226,11,-0.35122,0.02306,-0.41423,-0.31911,-0.13528,-0.21594,-0.10317
230,23,-0.27202,0.03512,-0.3413,-0.23041,-0.06339,-0.20863,-0.02178
230,24,-0.27396,0.04493,-0.36591,-0.23141,-0.06533,-0.20863,-0.02278
231,27,-0.03479,0.00262,-0.03885,-0.032,-0.00637,-0.02842,-0.00358
231,1,-0.037,0.00423,-0.04301,-0.02864,-0.00858,-0.02842,-0.00022
231,8,-0.03453,0.00257,-0.03817,-0.0313,-0.00611,-0.02842,-0.00288
231,6,-0.06264,0.01121,-0.07456,-0.04176,-0.03422,-0.02842,-0.01334
232,91,-0.07697,0.00772,-0.0883,-0.06685,-0.02551,-0.05146,-0.01539
232,92,-0.09946,0.01579,-0.11833,-0.07469,-0.048,-0.05146,-0.02323
233,68,-0.21344,0.03369,-0.26037,-0.17272,-0.05879,-0.15465,-0.01807
233,73,-0.18112,0.01685,-0.21027,-0.15659,-0.02647,-0.15465,-0.00194
233,93,-0.17878,0.01381,-0.19492,-0.15767,-0.02413,-0.15465,-0.00302
233,89,-0.18818,0.01999,-0.2297,-0.16583,-0.03353,-0.15465,-0.01118
233,88,-0.22099,0.01068,-0.23978,-0.20422,-0.06634,-0.15465,-0.04957
233,87,-0.21388,0.009,-0.22619,-0.19939,-0.05923,-0.15465,-0.04474
233,86,-0.18967,0.02149,-0.22035,-0.15677,-0.03502,-0.15465,-0.00212
233,82,-0.23247,0.0276,-0.27962,-0.18641,-0.07782,-0.15465,-0.03176
233,3,-0.22152,0.03598,-0.2695,-0.17215,-0.06687,-0.15465,-0.0175
233,2,-0.21288,0.02434,-0.23985,-0.17379,-0.05823,-0.15465,-0.01914
233,1,-0.2254,0.02647,-0.26411,-0.19045,-0.07075,-0.15465,-0.0358
233,34,-0.19393,0.03685,-0.26376,-0.1594,-0.03928,-0.15465,-0.00475
233,33,-0.2067,0.03337,-0.26772,-0.16421,-0.05205,-0.15465,-0.00956
233,26,-0.19066,0.02148,-0.21894,-0.15546,-0.03601,-0.15465,-0.00081
234,42,-0.09768,0.01157,-0.10945,-0.07816,-0.02421,-0.07347,-0.00469
234,41,-0.10203,0.01637,-0.12411,-0.07431,-0.02856,-0.07347,-0.00084
234,34,-0.13384,0.02534,-0.16162,-0.07722,-0.06037,-0.07347,-0.00375
234,36,-0.12317,0.01657,-0.14544,-0.09533,-0.0497,-0.07347,-0.02186
234,35,-0.14141,0.0139,-0.16012,-0.1168,-0.06794,-0.07347,-0.04333
234,32,-0.10444,0.01165,-0.12222,-0.08807,-0.03097,-0.07347,-0.0146
234,31,-0.10861,0.00911,-0.12257,-0.09128,-0.03514,-0.07347,-0.01781
234,27,-0.12854,0.01941,-0.15351,-0.08828,-0.05507,-0.07347,-0.01481
234,26,-0.11165,0.01223,-0.1352,-0.09706,-0.03818,-0.07347,-0.02359
234,25,-0.10569,0.01912,-0.13142,-0.07821,-0.03222,-0.07347,-0.00474
234,24,-0.10864,0.01666,-0.14376,-0.09447,-0.03517,-0.07347,-0.021
235,129,-0.09512,0.01716,-0.11948,-0.07146,-0.04372,-0.0514,-0.02006
235,128,-0.0927,0.0212,-0.13302,-0.06358,-0.0413,-0.0514,-0.01218
235,101,-0.19986,0.02786,-0.22736,-0.14749,-0.14846,-0.0514,-0.09609
235,49,-0.15648,0.00939,-0.17169,-0.14676,-0.10508,-0.0514,-0.09536
235,22,-0.2224,0.03046,-0.26061,-0.16612,-0.171,-0.0514,-0.11472
235,130,-0.07089,0.00845,-0.0859,-0.05978,-0.01949,-0.0514,-0.00838
235,131,-0.0815,0.01508,-0.10422,-0.06151,-0.0301,-0.0514,-0.01011
235,133,-0.10469,0.01591,-0.12581,-0.08269,-0.05329,-0.0514,-0.03129
235,132,-0.11207,0.01476,-0.13091,-0.08893,-0.06067,-0.0514,-0.03753
235,149,-0.06836,0.01636,-0.09794,-0.05233,-0.01696,-0.0514,-0.00093
235,142,-0.08733,0.01663,-0.11219,-0.06567,-0.03593,-0.0514,-0.01427
235,140,-0.08466,0.00993,-0.09815,-0.0706,-0.03326,-0.0514,-0.0192
235,139,-0.07483,0.01048,-0.09021,-0.0586,-0.02343,-0.0514,-0.0072
235,137,-0.07637,0.0191,-0.11424,-0.05527,-0.02497,-0.0514,-0.00387
235,135,-0.08297,0.01556,-0.10738,-0.05987,-0.03157,-0.0514,-0.00847
235,141,-0.09116,0.01201,-0.11504,-0.07983,-0.03976,-0.0514,-0.02843
236,6,-0.21707,0.02912,-0.30413,-0.18508,-0.03453,-0.18254,-0.00254
236,7,-0.23685,0.02738,-0.32192,-0.21562,-0.05431,-0.18254,-0.03308
236,8,-0.23879,0.02673,-0.32233,-0.21578,-0.05625,-0.18254,-0.03324
236,9,-0.22951,0.02566,-0.30854,-0.19833,-0.04697,-0.18254,-0.01579
236,10,-0.21983,0.02497,-0.29202,-0.19314,-0.03729,-0.18254,-0.0106
238,6,-0.25816,0.04793,-0.36175,-0.16547,-0.09921,-0.15895,-0.00652
238,8,-0.23776,0.02827,-0.29818,-0.18006,-0.07881,-0.15895,-0.02111
238,9,-0.26773,0.03495,-0.35839,-0.2012,-0.10878,-0.15895,-0.04225
238,1,-0.2548,0.04575,-0.34335,-0.1845,-0.09585,-0.15895,-0.02555
238,11,-0.2037,0.03461,-0.28093,-0.16767,-0.04475,-0.15895,-0.00872
238,10,-0.23454,0.03201,-0.30829,-0.17789,-0.07559,-0.15895,-0.01894
239,19,-0.21175,0.0253,-0.26466,-0.18482,-0.03147,-0.18028,-0.00454
239,20,-0.21726,0.02756,-0.27776,-0.19342,-0.03698,-0.18028,-0.01314
239,21,-0.21007,0.02705,-0.26397,-0.18268,-0.02979,-0.18028,-0.0024
239,22,-0.21868,0.02977,-0.28046,-0.18979,-0.0384,-0.18028,-0.00951
239,23,-0.22729,0.02799,-0.28603,-0.19678,-0.04701,-0.18028,-0.0165
239,24,-0.21861,0.02519,-0.27345,-0.18446,-0.03833,-0.18028,-0.00418
239,27,-0.20392,0.02453,-0.26172,-0.1834,-0.02364,-0.18028,-0.00312
239,26,-0.21035,0.02491,-0.26697,-0.18185,-0.03007,-0.18028,-0.00157
239,25,-0.2192,0.0267,-0.27861,-0.18864,-0.03892,-0.18028,-0.00836
239,17,-0.21582,0.02934,-0.27039,-0.18126,-0.03554,-0.18028,-0.00098
240,5,-0.12752,0.01867,-0.15502,-0.08803,-0.05197,-0.07555,-0.01248
240,4,-0.12374,0.01594,-0.14448,-0.08863,-0.04819,-0.07555,-0.01308
240,3,-0.1479,0.00731,-0.15498,-0.13116,-0.07235,-0.07555,-0.05561
240,2,-0.1866,0.02054,-0.20465,-0.14483,-0.11105,-0.07555,-0.06928
240,1,-0.15316,0.03276,-0.19818,-0.09647,-0.07761,-0.07555,-0.02092
241,9,-0.2209,0.04809,-0.28797,-0.17704,-0.08722,-0.13368,-0.04336
241,31,-0.21773,0.04607,-0.29474,-0.16193,-0.08405,-0.13368,-0.02825
241,32,-0.20714,0.04291,-0.27044,-0.15892,-0.07346,-0.13368,-0.02524
241,63,-0.23741,0.04408,-0.30598,-0.17429,-0.10373,-0.13368,-0.04061
241,101,-0.17612,0.0268,-0.22475,-0.13592,-0.04244,-0.13368,-0.00224
241,80,-0.21582,0.04857,-0.29092,-0.17027,-0.08214,-0.13368,-0.03659
241,64,-0.22598,0.04098,-0.29798,-0.18578,-0.0923,-0.13368,-0.0521
242,49,-0.15713,0.04018,-0.21396,-0.09596,-0.07152,-0.08561,-0.01035
242,102,-0.19353,0.01341,-0.2115,-0.17207,-0.10792,-0.08561,-0.08646
242,61,-0.26024,0.0261,-0.29876,-0.23143,-0.17463,-0.08561,-0.14582
242,6,-0.23154,0.02035,-0.2604,-0.19821,-0.14593,-0.08561,-0.1126
242,16,-0.17286,0.04332,-0.21468,-0.09246,-0.08725,-0.08561,-0.00685
242,42,-0.18887,0.03007,-0.23006,-0.152,-0.10326,-0.08561,-0.06639
