classIDx,frame_idx,mean_score,std_score,min_score,max_score,normalized_mean,mean_new,max_normalized
0,115,-0.18253,0.03236,-0.23712,-0.1321,-0.05234,-0.13019,-0.00191
0,112,-0.1734,0.03201,-0.22108,-0.13637,-0.04321,-0.13019,-0.00618
0,121,-0.21,0.04299,-0.2765,-0.14514,-0.07981,-0.13019,-0.01495
0,122,-0.22046,0.04329,-0.30162,-0.16123,-0.09027,-0.13019,-0.03104
0,123,-0.20085,0.02232,-0.24732,-0.1741,-0.07066,-0.13019,-0.04391
0,124,-0.2031,0.03483,-0.25284,-0.13648,-0.07291,-0.13019,-0.00629
0,125,-0.20292,0.03144,-0.25311,-0.14385,-0.07273,-0.13019,-0.01366
0,109,-0.17801,0.01349,-0.20541,-0.1625,-0.04782,-0.13019,-0.03231
0,107,-0.18969,0.01942,-0.21787,-0.1647,-0.0595,-0.13019,-0.03451
0,108,-0.17196,0.02666,-0.2139,-0.13847,-0.04177,-0.13019,-0.00828
0,92,-0.1404,0.00917,-0.15723,-0.1318,-0.01021,-0.13019,-0.00161
0,15,-0.18318,0.04,-0.27293,-0.1402,-0.05299,-0.13019,-0.01001
0,22,-0.17705,0.03672,-0.25604,-0.13998,-0.04686,-0.13019,-0.00979
0,11,-0.20187,0.04696,-0.2919,-0.15561,-0.07168,-0.13019,-0.02542
0,79,-0.14654,0.01108,-0.16795,-0.13332,-0.01635,-0.13019,-0.00313
0,57,-0.17358,0.031,-0.23879,-0.13559,-0.04339,-0.13019,-0.0054
1,111,-0.3159,0.04854,-0.39046,-0.23803,-0.16131,-0.15459,-0.08344
1,102,-0.24457,0.03955,-0.33762,-0.18985,-0.08998,-0.15459,-0.03526
1,103,-0.2515,0.04213,-0.3486,-0.19944,-0.09691,-0.15459,-0.04485
1,104,-0.26181,0.0333,-0.35,-0.21497,-0.10722,-0.15459,-0.06038
1,109,-0.29329,0.04542,-0.37228,-0.21696,-0.1387,-0.15459,-0.06237
1,112,-0.31253,0.04909,-0.38818,-0.24847,-0.15794,-0.15459,-0.09388
1,115,-0.27625,0.04563,-0.34255,-0.21632,-0.12166,-0.15459,-0.06173
1,116,-0.28988,0.04207,-0.35408,-0.22827,-0.13529,-0.15459,-0.07368
1,117,-0.23297,0.03319,-0.2918,-0.16806,-0.07838,-0.15459,-0.01347
1,118,-0.21542,0.03301,-0.26757,-0.15815,-0.06083,-0.15459,-0.00356
1,82,-0.21548,0.03744,-0.30089,-0.16913,-0.06089,-0.15459,-0.01454
1,114,-0.27202,0.04348,-0.34315,-0.20355,-0.11743,-0.15459,-0.04896
1,101,-0.25041,0.04707,-0.35691,-0.19857,-0.09582,-0.15459,-0.04398
1,91,-0.22649,0.03235,-0.29749,-0.18739,-0.0719,-0.15459,-0.0328
1,99,-0.2615,0.04988,-0.37118,-0.20079,-0.10691,-0.15459,-0.0462
1,83,-0.20806,0.03964,-0.29461,-0.16111,-0.05347,-0.15459,-0.00652
1,84,-0.21536,0.03415,-0.29206,-0.17163,-0.06077,-0.15459,-0.01704
1,85,-0.22082,0.03017,-0.29231,-0.17637,-0.06623,-0.15459,-0.02178
1,86,-0.21571,0.03195,-0.28859,-0.1766,-0.06112,-0.15459,-0.02201
1,87,-0.23231,0.03675,-0.31235,-0.19377,-0.07772,-0.15459,-0.03918
1,100,-0.24923,0.04618,-0.35399,-0.19048,-0.09464,-0.15459,-0.03589
1,88,-0.23516,0.03572,-0.31379,-0.18126,-0.08057,-0.15459,-0.02667
1,90,-0.2312,0.03131,-0.31342,-0.19226,-0.07661,-0.15459,-0.03767
1,92,-0.2238,0.03699,-0.29036,-0.1755,-0.06921,-0.15459,-0.02091
1,93,-0.2545,0.04201,-0.34987,-0.19543,-0.09991,-0.15459,-0.04084
1,94,-0.24553,0.04721,-0.34615,-0.17352,-0.09094,-0.15459,-0.01893
1,97,-0.24755,0.04379,-0.33589,-0.16946,-0.09296,-0.15459,-0.01487
1,98,-0.25034,0.04333,-0.34708,-0.18607,-0.09575,-0.15459,-0.03148
1,89,-0.24305,0.03356,-0.32326,-0.20602,-0.08846,-0.15459,-0.05143
1,157,-0.18651,0.03457,-0.25804,-0.15478,-0.03192,-0.15459,-0.00019
1,81,-0.21236,0.03574,-0.28993,-0.17057,-0.05777,-0.15459,-0.01598
1,80,-0.20958,0.03028,-0.27299,-0.17044,-0.05499,-0.15459,-0.01585
1,78,-0.23514,0.03813,-0.30844,-0.19243,-0.08055,-0.15459,-0.03784
1,34,-0.28032,0.04321,-0.34406,-0.19713,-0.12573,-0.15459,-0.04254
1,79,-0.231,0.03675,-0.30239,-0.18616,-0.07641,-0.15459,-0.03157
2,70,-0.15707,0.02171,-0.19215,-0.13075,-0.0383,-0.11877,-0.01198
2,6,-0.17094,0.02668,-0.21623,-0.1467,-0.05217,-0.11877,-0.02793
2,21,-0.14407,0.02125,-0.1891,-0.12557,-0.0253,-0.11877,-0.0068
3,37,-0.15515,0.02039,-0.18549,-0.10725,-0.08161,-0.07354,-0.03371
3,12,-0.11097,0.03287,-0.19044,-0.07459,-0.03743,-0.07354,-0.00105
4,43,-0.31878,0.03687,-0.37775,-0.20197,-0.12978,-0.189,-0.01297
4,44,-0.32482,0.03827,-0.38348,-0.2114,-0.13582,-0.189,-0.0224
4,45,-0.30692,0.03355,-0.35707,-0.22486,-0.11792,-0.189,-0.03586
6,20,-0.18935,0.01181,-0.21164,-0.17439,-0.05459,-0.13476,-0.03963
6,6,-0.17318,0.02306,-0.21242,-0.14386,-0.03842,-0.13476,-0.0091
6,11,-0.16129,0.01727,-0.18754,-0.13858,-0.02653,-0.13476,-0.00382
6,25,-0.16718,0.02587,-0.20955,-0.13879,-0.03242,-0.13476,-0.00403
7,70,-0.20395,0.04492,-0.27949,-0.15136,-0.06722,-0.13673,-0.01463
7,100,-0.15832,0.01585,-0.1801,-0.13921,-0.02159,-0.13673,-0.00248
7,99,-0.16512,0.01868,-0.19147,-0.14377,-0.02839,-0.13673,-0.00704
7,17,-0.21001,0.00571,-0.2164,-0.19899,-0.07328,-0.13673,-0.06226
7,15,-0.20485,0.01934,-0.22435,-0.16347,-0.06812,-0.13673,-0.02674
7,10,-0.15818,0.0149,-0.18568,-0.14312,-0.02145,-0.13673,-0.00639
7,9,-0.16863,0.01805,-0.20032,-0.14717,-0.0319,-0.13673,-0.01044
7,8,-0.1654,0.0136,-0.19036,-0.14768,-0.02867,-0.13673,-0.01095
7,7,-0.17884,0.01741,-0.20418,-0.15139,-0.04211,-0.13673,-0.01466
7,6,-0.17101,0.00671,-0.18317,-0.16356,-0.03428,-0.13673,-0.02683
7,5,-0.16426,0.01868,-0.19155,-0.14016,-0.02753,-0.13673,-0.00343
7,4,-0.15733,0.01647,-0.18605,-0.13722,-0.0206,-0.13673,-0.00049
7,3,-0.16256,0.01805,-0.19639,-0.1449,-0.02583,-0.13673,-0.00817
7,2,-0.18102,0.01888,-0.21635,-0.1604,-0.04429,-0.13673,-0.02367
7,1,-0.18034,0.01216,-0.1986,-0.16185,-0.04361,-0.13673,-0.02512
7,16,-0.18234,0.01852,-0.21501,-0.16012,-0.04561,-0.13673,-0.02339
8,59,-0.35589,0.03471,-0.42508,-0.32626,-0.23166,-0.12423,-0.20203
8,13,-0.29296,0.02457,-0.32367,-0.24782,-0.16873,-0.12423,-0.12359
8,23,-0.1473,0.02037,-0.17751,-0.12708,-0.02307,-0.12423,-0.00285
8,22,-0.15383,0.01446,-0.16728,-0.12572,-0.0296,-0.12423,-0.00149
9,50,-0.26029,0.03134,-0.31769,-0.22069,-0.09449,-0.1658,-0.05489
9,48,-0.2118,0.03739,-0.26154,-0.1677,-0.046,-0.1658,-0.0019
9,2,-0.22038,0.04673,-0.29983,-0.16817,-0.05458,-0.1658,-0.00237
10,27,-0.09082,0.0184,-0.11047,-0.06483,-0.02776,-0.06306,-0.00177
10,24,-0.10092,0.02023,-0.13584,-0.06808,-0.03786,-0.06306,-0.00502
10,5,-0.36239,0.02194,-0.39684,-0.32711,-0.29933,-0.06306,-0.26405
11,77,-0.11088,0.02537,-0.14832,-0.06973,-0.04206,-0.06882,-0.00091
11,78,-0.15941,0.0234,-0.19919,-0.12649,-0.09059,-0.06882,-0.05767
11,79,-0.14202,0.03907,-0.19666,-0.09886,-0.0732,-0.06882,-0.03004
11,81,-0.10979,0.02866,-0.15155,-0.0724,-0.04097,-0.06882,-0.00358
11,83,-0.09971,0.02423,-0.13952,-0.07166,-0.03089,-0.06882,-0.00284
11,9,-0.10951,0.03412,-0.15782,-0.07408,-0.04069,-0.06882,-0.00526
11,36,-0.24001,0.04308,-0.3029,-0.18192,-0.17119,-0.06882,-0.1131
12,1,-0.19903,0.02904,-0.25603,-0.16831,-0.05385,-0.14518,-0.02313
12,2,-0.20406,0.03378,-0.26072,-0.1529,-0.05888,-0.14518,-0.00772
12,3,-0.17536,0.0223,-0.21913,-0.15232,-0.03018,-0.14518,-0.00714
13,57,-0.13378,0.04562,-0.21218,-0.09614,-0.05018,-0.0836,-0.01254
13,44,-0.15352,0.01655,-0.17131,-0.12048,-0.06992,-0.0836,-0.03688
13,42,-0.12766,0.01654,-0.14134,-0.0943,-0.04406,-0.0836,-0.0107
13,18,-0.11764,0.02393,-0.15493,-0.09139,-0.03404,-0.0836,-0.00779
13,17,-0.11962,0.01527,-0.13959,-0.10329,-0.03602,-0.0836,-0.01969
13,13,-0.1122,0.02881,-0.16307,-0.08812,-0.0286,-0.0836,-0.00452
13,43,-0.14918,0.02344,-0.18045,-0.11767,-0.06558,-0.0836,-0.03407
13,39,-0.11826,0.01642,-0.14895,-0.09928,-0.03466,-0.0836,-0.01568
13,37,-0.14482,0.0181,-0.1758,-0.11821,-0.06122,-0.0836,-0.03461
13,36,-0.13902,0.03579,-0.19595,-0.08438,-0.05542,-0.0836,-0.00078
13,35,-0.13937,0.0269,-0.18596,-0.11035,-0.05577,-0.0836,-0.02675
13,34,-0.15003,0.03341,-0.18756,-0.10597,-0.06643,-0.0836,-0.02237
13,33,-0.22396,0.03445,-0.26679,-0.16468,-0.14036,-0.0836,-0.08108
13,38,-0.13185,0.02404,-0.18104,-0.10467,-0.04825,-0.0836,-0.02107
13,31,-0.21693,0.03594,-0.25802,-0.14859,-0.13333,-0.0836,-0.06499
13,30,-0.1911,0.02886,-0.2388,-0.15739,-0.1075,-0.0836,-0.07379
13,29,-0.2174,0.02622,-0.24355,-0.17445,-0.1338,-0.0836,-0.09085
13,27,-0.11517,0.02723,-0.16133,-0.08449,-0.03157,-0.0836,-0.00089
13,32,-0.22422,0.03158,-0.27214,-0.17053,-0.14062,-0.0836,-0.08693
14,13,-0.21599,0.04591,-0.2948,-0.16204,-0.07817,-0.13782,-0.02422
14,14,-0.21545,0.04193,-0.29137,-0.17255,-0.07763,-0.13782,-0.03473
14,53,-0.18367,0.03472,-0.23005,-0.13975,-0.04585,-0.13782,-0.00193
14,49,-0.19908,0.0434,-0.26554,-0.14999,-0.06126,-0.13782,-0.01217
16,68,-0.19343,0.03879,-0.27333,-0.15435,-0.0396,-0.15383,-0.00052
16,64,-0.1912,0.02981,-0.25443,-0.15824,-0.03737,-0.15383,-0.00441
16,17,-0.1986,0.02657,-0.25605,-0.16671,-0.04477,-0.15383,-0.01288
16,16,-0.22281,0.0436,-0.29908,-0.15588,-0.06898,-0.15383,-0.00205
16,42,-0.19341,0.03404,-0.27267,-0.16564,-0.03958,-0.15383,-0.01181
16,41,-0.20799,0.0351,-0.28264,-0.17337,-0.05416,-0.15383,-0.01954
18,26,-0.22795,0.02547,-0.28464,-0.18021,-0.05511,-0.17284,-0.00737
19,2,-0.2027,0.02716,-0.25252,-0.15131,-0.0849,-0.1178,-0.03351
19,3,-0.20736,0.02698,-0.25578,-0.17235,-0.08956,-0.1178,-0.05455
19,4,-0.20287,0.02397,-0.24847,-0.14751,-0.08507,-0.1178,-0.02971
19,5,-0.19861,0.02409,-0.24753,-0.143,-0.08081,-0.1178,-0.0252
19,6,-0.16277,0.02545,-0.22991,-0.12731,-0.04497,-0.1178,-0.00951
19,1,-0.19451,0.02793,-0.24756,-0.15906,-0.07671,-0.1178,-0.04126
21,21,-0.22086,0.01938,-0.25682,-0.19848,-0.02718,-0.19368,-0.0048
21,17,-0.22956,0.02136,-0.26084,-0.20141,-0.03588,-0.19368,-0.00773
21,16,-0.21838,0.01955,-0.25152,-0.19542,-0.0247,-0.19368,-0.00174
23,44,-0.19124,0.03485,-0.25145,-0.14246,-0.06265,-0.12859,-0.01387
23,32,-0.14713,0.01451,-0.17611,-0.13272,-0.01854,-0.12859,-0.00413
23,45,-0.20065,0.01642,-0.22191,-0.18281,-0.07206,-0.12859,-0.05422
23,46,-0.19951,0.01765,-0.22241,-0.17726,-0.07092,-0.12859,-0.04867
23,53,-0.16226,0.00706,-0.17486,-0.15244,-0.03367,-0.12859,-0.02385
23,48,-0.20195,0.0246,-0.23122,-0.1604,-0.07336,-0.12859,-0.03181
23,49,-0.20934,0.02362,-0.24079,-0.1705,-0.08075,-0.12859,-0.04191
23,50,-0.21772,0.03166,-0.26407,-0.17329,-0.08913,-0.12859,-0.0447
23,51,-0.18096,0.01005,-0.20044,-0.17213,-0.05237,-0.12859,-0.04354
23,52,-0.17496,0.00959,-0.19119,-0.16037,-0.04637,-0.12859,-0.03178
23,54,-0.14879,0.00417,-0.15306,-0.14143,-0.0202,-0.12859,-0.01284
23,55,-0.14643,0.00804,-0.15604,-0.13223,-0.01784,-0.12859,-0.00364
23,47,-0.2005,0.01731,-0.22188,-0.17834,-0.07191,-0.12859,-0.04975
23,1,-0.17748,0.02202,-0.20959,-0.14599,-0.04889,-0.12859,-0.0174
24,18,-0.13149,0.03472,-0.17272,-0.08701,-0.05341,-0.07808,-0.00893
26,31,-0.13003,0.02103,-0.14992,-0.09336,-0.04168,-0.08835,-0.00501
26,32,-0.11792,0.01399,-0.13102,-0.08906,-0.02957,-0.08835,-0.00071
26,30,-0.13469,0.01162,-0.14645,-0.11335,-0.04634,-0.08835,-0.025
26,29,-0.13883,0.01395,-0.15582,-0.11883,-0.05048,-0.08835,-0.03048
26,28,-0.13925,0.01352,-0.16017,-0.12016,-0.0509,-0.08835,-0.03181
26,26,-0.1605,0.01922,-0.19152,-0.131,-0.07215,-0.08835,-0.04265
26,27,-0.14161,0.01481,-0.16696,-0.12555,-0.05326,-0.08835,-0.0372
26,23,-0.12514,0.01358,-0.14635,-0.10653,-0.03679,-0.08835,-0.01818
26,24,-0.19713,0.01254,-0.21983,-0.18266,-0.10878,-0.08835,-0.09431
26,25,-0.14663,0.01321,-0.16737,-0.13123,-0.05828,-0.08835,-0.04288
27,6,-0.1511,0.01265,-0.17161,-0.13457,-0.04765,-0.10345,-0.03112
27,7,-0.13841,0.02438,-0.17048,-0.10788,-0.03496,-0.10345,-0.00443
27,9,-0.15847,0.02842,-0.20409,-0.1267,-0.05502,-0.10345,-0.02325
27,8,-0.1511,0.02042,-0.17493,-0.11922,-0.04765,-0.10345,-0.01577
28,20,-0.14215,0.0268,-0.17606,-0.10154,-0.04921,-0.09294,-0.0086
28,18,-0.13295,0.03501,-0.18383,-0.101,-0.04001,-0.09294,-0.00806
29,20,-0.11036,0.00701,-0.12442,-0.10254,-0.01277,-0.09759,-0.00495
29,31,-0.11089,0.01178,-0.13601,-0.09833,-0.0133,-0.09759,-0.00074
29,36,-0.10668,0.00533,-0.1175,-0.10117,-0.00909,-0.09759,-0.00358
30,142,-0.13913,0.01918,-0.17648,-0.11923,-0.02313,-0.116,-0.00323
30,121,-0.21228,0.01964,-0.23108,-0.17383,-0.09628,-0.116,-0.05783
30,117,-0.14453,0.01629,-0.16746,-0.12237,-0.02853,-0.116,-0.00637
30,118,-0.16292,0.01913,-0.19218,-0.13874,-0.04692,-0.116,-0.02274
30,119,-0.20233,0.02516,-0.23469,-0.1546,-0.08633,-0.116,-0.0386
30,120,-0.21021,0.02437,-0.23468,-0.16219,-0.09421,-0.116,-0.04619
30,122,-0.19964,0.02419,-0.22601,-0.15524,-0.08364,-0.116,-0.03924
30,123,-0.18617,0.01999,-0.21514,-0.14826,-0.07017,-0.116,-0.03226
30,125,-0.17671,0.02471,-0.20382,-0.13944,-0.06071,-0.116,-0.02344
30,126,-0.15805,0.01976,-0.18132,-0.13096,-0.04205,-0.116,-0.01496
30,127,-0.15712,0.0184,-0.1832,-0.13198,-0.04112,-0.116,-0.01598
30,124,-0.19279,0.02118,-0.2232,-0.15967,-0.07679,-0.116,-0.04367
30,114,-0.15218,0.02431,-0.19695,-0.12592,-0.03618,-0.116,-0.00992
30,35,-0.18175,0.02668,-0.21622,-0.13299,-0.06575,-0.116,-0.01699
30,36,-0.1866,0.03351,-0.21923,-0.11748,-0.0706,-0.116,-0.00148
30,41,-0.20714,0.02762,-0.22795,-0.1484,-0.09114,-0.116,-0.0324
30,42,-0.19567,0.02104,-0.2142,-0.14996,-0.07967,-0.116,-0.03396
30,43,-0.20809,0.0292,-0.23531,-0.14994,-0.09209,-0.116,-0.03394
30,44,-0.21698,0.02851,-0.24589,-0.15841,-0.10098,-0.116,-0.04241
30,45,-0.21293,0.03337,-0.24301,-0.14428,-0.09693,-0.116,-0.02828
30,46,-0.22715,0.03783,-0.26362,-0.1477,-0.11115,-0.116,-0.0317
30,47,-0.23597,0.03274,-0.26521,-0.16733,-0.11997,-0.116,-0.05133
30,40,-0.20741,0.03909,-0.23779,-0.12328,-0.09141,-0.116,-0.00728
30,48,-0.23722,0.03317,-0.27031,-0.16879,-0.12122,-0.116,-0.05279
30,6,-0.18798,0.03512,-0.22424,-0.12334,-0.07198,-0.116,-0.00734
30,7,-0.15176,0.01327,-0.17342,-0.13528,-0.03576,-0.116,-0.01928
30,8,-0.133,0.01328,-0.15683,-0.11872,-0.017,-0.116,-0.00272
30,49,-0.21908,0.03555,-0.24691,-0.14392,-0.10308,-0.116,-0.02792
30,51,-0.20431,0.04153,-0.25152,-0.11898,-0.08831,-0.116,-0.00298
30,74,-0.15063,0.01817,-0.17711,-0.12207,-0.03463,-0.116,-0.00607
30,82,-0.15396,0.01536,-0.1794,-0.12767,-0.03796,-0.116,-0.01167
30,83,-0.14511,0.00833,-0.15942,-0.13471,-0.02911,-0.116,-0.01871
30,84,-0.15953,0.02943,-0.22206,-0.12829,-0.04353,-0.116,-0.01229
30,50,-0.21924,0.03462,-0.254,-0.14988,-0.10324,-0.116,-0.03388
30,57,-0.15312,0.01762,-0.1813,-0.12308,-0.03712,-0.116,-0.00708
30,59,-0.14786,0.01641,-0.16824,-0.1172,-0.03186,-0.116,-0.0012
31,164,-0.18466,0.04668,-0.25643,-0.12957,-0.0749,-0.10976,-0.01981
31,131,-0.14191,0.03768,-0.21623,-0.11456,-0.03215,-0.10976,-0.0048
31,130,-0.16113,0.0377,-0.23203,-0.12143,-0.05137,-0.10976,-0.01167
31,135,-0.17216,0.03037,-0.22121,-0.13447,-0.0624,-0.10976,-0.02471
31,217,-0.17159,0.04274,-0.25669,-0.12394,-0.06183,-0.10976,-0.01418
31,222,-0.16987,0.02338,-0.20774,-0.13154,-0.06011,-0.10976,-0.02178
31,224,-0.17627,0.0279,-0.2173,-0.12674,-0.06651,-0.10976,-0.01698
31,225,-0.15775,0.02069,-0.17656,-0.11294,-0.04799,-0.10976,-0.00318
31,216,-0.18723,0.03482,-0.25716,-0.15784,-0.07747,-0.10976,-0.04808
31,237,-0.15418,0.01455,-0.17626,-0.13502,-0.04442,-0.10976,-0.02526
31,213,-0.15257,0.03978,-0.23825,-0.12204,-0.04281,-0.10976,-0.01228
31,208,-0.16856,0.04229,-0.25368,-0.12705,-0.0588,-0.10976,-0.01729
31,211,-0.15467,0.04016,-0.23512,-0.12251,-0.04491,-0.10976,-0.01275
31,24,-0.13922,0.01707,-0.15987,-0.11451,-0.02946,-0.10976,-0.00475
31,25,-0.15204,0.01675,-0.1704,-0.12329,-0.04228,-0.10976,-0.01353
31,26,-0.16142,0.01618,-0.17881,-0.12923,-0.05166,-0.10976,-0.01947
31,38,-0.2027,0.01883,-0.23536,-0.17534,-0.09294,-0.10976,-0.06558
31,22,-0.14578,0.01387,-0.16259,-0.12083,-0.03602,-0.10976,-0.01107
31,20,-0.13785,0.01912,-0.15942,-0.11483,-0.02809,-0.10976,-0.00507
31,5,-0.24375,0.02225,-0.26836,-0.20205,-0.13399,-0.10976,-0.09229
31,6,-0.15216,0.01924,-0.18139,-0.12537,-0.0424,-0.10976,-0.01561
31,21,-0.16322,0.01726,-0.18229,-0.13132,-0.05346,-0.10976,-0.02156
31,11,-0.15875,0.01209,-0.17113,-0.13412,-0.04899,-0.10976,-0.02436
31,12,-0.13674,0.00739,-0.14353,-0.1224,-0.02698,-0.10976,-0.01264
31,13,-0.19366,0.01509,-0.21263,-0.1703,-0.0839,-0.10976,-0.06054
31,14,-0.19597,0.0128,-0.21716,-0.17702,-0.08621,-0.10976,-0.06726
31,18,-0.13506,0.00607,-0.14296,-0.1265,-0.0253,-0.10976,-0.01674
31,19,-0.13379,0.01359,-0.1504,-0.11012,-0.02403,-0.10976,-0.00036
31,10,-0.1911,0.03052,-0.22785,-0.14044,-0.08134,-0.10976,-0.03068
31,103,-0.16884,0.01798,-0.20484,-0.1516,-0.05908,-0.10976,-0.04184
33,31,-0.26949,0.041,-0.33024,-0.21817,-0.06397,-0.20552,-0.01265
33,32,-0.2658,0.04029,-0.32758,-0.20982,-0.06028,-0.20552,-0.0043
34,30,-0.20295,0.04152,-0.29382,-0.15399,-0.05718,-0.14577,-0.00822
34,31,-0.20663,0.04052,-0.29608,-0.16586,-0.06086,-0.14577,-0.02009
34,37,-0.18968,0.0342,-0.2652,-0.1479,-0.04391,-0.14577,-0.00213
34,39,-0.18307,0.03387,-0.26343,-0.14775,-0.0373,-0.14577,-0.00198
34,40,-0.17531,0.02794,-0.23888,-0.1479,-0.02954,-0.14577,-0.00213
35,2,-0.38449,0.04565,-0.4618,-0.31125,-0.30596,-0.07853,-0.23272
35,10,-0.35266,0.0436,-0.43004,-0.28448,-0.27413,-0.07853,-0.20595
35,9,-0.35273,0.0474,-0.43952,-0.28297,-0.2742,-0.07853,-0.20444
35,8,-0.35346,0.04659,-0.43392,-0.27725,-0.27493,-0.07853,-0.19872
35,7,-0.35627,0.04741,-0.43335,-0.27297,-0.27774,-0.07853,-0.19444
35,6,-0.36872,0.04667,-0.44697,-0.29029,-0.29019,-0.07853,-0.21176
35,5,-0.37478,0.04737,-0.44523,-0.29137,-0.29625,-0.07853,-0.21284
35,4,-0.37754,0.04448,-0.44695,-0.30437,-0.29901,-0.07853,-0.22584
35,3,-0.37547,0.04601,-0.45357,-0.30415,-0.29694,-0.07853,-0.22562
35,1,-0.38254,0.04482,-0.45729,-0.3065,-0.30401,-0.07853,-0.22797
36,24,-0.36802,0.04831,-0.41641,-0.26424,-0.24718,-0.12084,-0.1434
36,12,-0.23007,0.03186,-0.26998,-0.16153,-0.10923,-0.12084,-0.04069
36,13,-0.25585,0.02611,-0.29951,-0.19578,-0.13501,-0.12084,-0.07494
37,20,-0.08617,0.01271,-0.11311,-0.07421,-0.01421,-0.07196,-0.00225
37,17,-0.08915,0.01284,-0.11289,-0.0724,-0.01719,-0.07196,-0.00044
37,5,-0.09442,0.01857,-0.12805,-0.07238,-0.02246,-0.07196,-0.00042
37,4,-0.12206,0.01856,-0.16185,-0.09721,-0.0501,-0.07196,-0.02525
37,3,-0.10587,0.02801,-0.16264,-0.07884,-0.03391,-0.07196,-0.00688
37,24,-0.10465,0.0144,-0.12625,-0.07973,-0.03269,-0.07196,-0.00777
37,23,-0.10629,0.01527,-0.12837,-0.08305,-0.03433,-0.07196,-0.01109
37,25,-0.12105,0.01544,-0.14601,-0.09183,-0.04909,-0.07196,-0.01987
37,27,-0.11103,0.03131,-0.16377,-0.08165,-0.03907,-0.07196,-0.00969
37,26,-0.16568,0.01762,-0.19015,-0.14231,-0.09372,-0.07196,-0.07035
40,234,-0.27634,0.04265,-0.38529,-0.22123,-0.07567,-0.20067,-0.02056
40,193,-0.27261,0.04277,-0.37559,-0.21119,-0.07194,-0.20067,-0.01052
40,192,-0.27762,0.04666,-0.38974,-0.20473,-0.07695,-0.20067,-0.00406
40,184,-0.26702,0.04656,-0.36863,-0.20523,-0.06635,-0.20067,-0.00456
40,264,-0.26187,0.02792,-0.3348,-0.21627,-0.0612,-0.20067,-0.0156
40,156,-0.26502,0.03824,-0.34926,-0.20389,-0.06435,-0.20067,-0.00322
40,154,-0.29575,0.04123,-0.37074,-0.22585,-0.09508,-0.20067,-0.02518
40,144,-0.31188,0.04446,-0.42278,-0.25827,-0.11121,-0.20067,-0.0576
40,143,-0.256,0.03248,-0.35903,-0.21817,-0.05533,-0.20067,-0.0175
40,155,-0.29576,0.03827,-0.36244,-0.22564,-0.09509,-0.20067,-0.02497
40,145,-0.30025,0.04993,-0.43131,-0.20788,-0.09958,-0.20067,-0.00721
40,85,-0.25725,0.03672,-0.3371,-0.20307,-0.05658,-0.20067,-0.0024
40,79,-0.26402,0.03253,-0.34515,-0.22275,-0.06335,-0.20067,-0.02208
40,77,-0.27054,0.03985,-0.36877,-0.20968,-0.06987,-0.20067,-0.00901
40,72,-0.28126,0.03922,-0.38661,-0.21853,-0.08059,-0.20067,-0.01786
40,71,-0.2513,0.03228,-0.33682,-0.20267,-0.05063,-0.20067,-0.002
40,122,-0.24983,0.03724,-0.36398,-0.20579,-0.04916,-0.20067,-0.00512
40,120,-0.25763,0.03427,-0.36276,-0.21966,-0.05696,-0.20067,-0.01899
40,119,-0.25144,0.02787,-0.33066,-0.20738,-0.05077,-0.20067,-0.00671
40,117,-0.27085,0.04499,-0.40049,-0.22035,-0.07018,-0.20067,-0.01968
41,33,-0.3059,0.01524,-0.32836,-0.26242,-0.07354,-0.23236,-0.03006
42,48,-0.16748,0.03532,-0.21583,-0.12568,-0.04502,-0.12246,-0.00322
44,56,-0.15554,0.01444,-0.18391,-0.14021,-0.03434,-0.1212,-0.01901
44,87,-0.14772,0.01978,-0.18418,-0.12536,-0.02652,-0.1212,-0.00416
44,93,-0.17586,0.00675,-0.18322,-0.16234,-0.05466,-0.1212,-0.04114
44,92,-0.161,0.01105,-0.17385,-0.14257,-0.0398,-0.1212,-0.02137
44,88,-0.15671,0.01654,-0.1891,-0.14236,-0.03551,-0.1212,-0.02116
44,48,-0.14714,0.02471,-0.19125,-0.12173,-0.02594,-0.1212,-0.00053
44,86,-0.1427,0.01378,-0.15875,-0.12189,-0.0215,-0.1212,-0.00069
44,85,-0.15791,0.02017,-0.18375,-0.12839,-0.03671,-0.1212,-0.00719
44,79,-0.14382,0.01576,-0.17058,-0.12342,-0.02262,-0.1212,-0.00222
44,75,-0.14251,0.01576,-0.1752,-0.12919,-0.02131,-0.1212,-0.00799
44,47,-0.1565,0.02255,-0.19047,-0.12227,-0.0353,-0.1212,-0.00107
44,45,-0.15492,0.01908,-0.18339,-0.12673,-0.03372,-0.1212,-0.00553
44,43,-0.14682,0.02281,-0.17466,-0.12198,-0.02562,-0.1212,-0.00078
46,41,-0.19803,0.0332,-0.25847,-0.16131,-0.03675,-0.16128,-3e-05
46,39,-0.21835,0.039,-0.28847,-0.18195,-0.05707,-0.16128,-0.02067
46,38,-0.19003,0.0313,-0.24103,-0.16469,-0.02875,-0.16128,-0.00341
46,35,-0.21753,0.021,-0.25883,-0.19519,-0.05625,-0.16128,-0.03391
46,36,-0.21093,0.02925,-0.26249,-0.18185,-0.04965,-0.16128,-0.02057
46,34,-0.17509,0.01365,-0.20421,-0.16194,-0.01381,-0.16128,-0.00066
46,37,-0.19661,0.02901,-0.24609,-0.16911,-0.03533,-0.16128,-0.00783
47,27,-0.05514,0.00837,-0.07047,-0.04524,-0.01106,-0.04408,-0.00116
